Epoch 1/10, Train Loss: 0.0125, Val Loss: 0.0566
Epoch 2/10, Train Loss: 0.2126, Val Loss: 0.0398
Epoch 3/10, Train Loss: 0.1033, Val Loss: 0.0320
Epoch 4/10, Train Loss: 0.0154, Val Loss: 0.0404
Epoch 5/10, Train Loss: 0.0001, Val Loss: 0.0343
Epoch 6/10, Train Loss: 0.0004, Val Loss: 0.0251
Epoch 7/10, Train Loss: 0.0023, Val Loss: 0.0484
Epoch 8/10, Train Loss: 0.0207, Val Loss: 0.0382
Epoch 9/10, Train Loss: 0.0000, Val Loss: 0.0330
Epoch 10/10, Train Loss: 0.0006, Val Loss: 0.0253
