Epoch 1/10, Train Loss: 8.4628, Val Loss: 10.6258
Epoch 2/10, Train Loss: 16.3145, Val Loss: 9.0326
Epoch 3/10, Train Loss: 17.6313, Val Loss: 12.3698
Epoch 4/10, Train Loss: 7.9217, Val Loss: 8.8814
Epoch 5/10, Train Loss: 2.2558, Val Loss: 2.4910
Epoch 6/10, Train Loss: 2.3155, Val Loss: 2.3451
Epoch 7/10, Train Loss: 30.9807, Val Loss: 20.6105
Epoch 8/10, Train Loss: 2.4944, Val Loss: 2.5603
Epoch 9/10, Train Loss: 2.2792, Val Loss: 2.4687
Epoch 10/10, Train Loss: 2.3849, Val Loss: 2.3986
